id;gemeentecode;gemeente;plaats;naam;x;y
0518::SB768;0518;'s-Gravenhage;'s-Gravenhage;Zwembad het Hofbad;86124;452118
0518::SB772;0518;'s-Gravenhage;'s-Gravenhage;Stadsboerderij Landzigt;87190;453143
0518::SB774;0518;'s-Gravenhage;'s-Gravenhage;Sporthal Leidschenveen;87167;453697
0518::SB775;0518;'s-Gravenhage;'s-Gravenhage;Sporthal Overbosch;83682;456224
0518::SB777;0518;'s-Gravenhage;'s-Gravenhage;Sportpark Het Kleine Loo (VUC);83879;455940
0518::SB778;0518;'s-Gravenhage;'s-Gravenhage;ATV Loolaan (Trefpunt);83847;455564
0518::SB782;0518;'s-Gravenhage;'s-Gravenhage;KunstPost LOOkatie 364;84418;456438
0518::SB785;0518;'s-Gravenhage;'s-Gravenhage;Hornbach Portakabin;84466;449461
0518::SB787;0518;'s-Gravenhage;'s-Gravenhage;Pro Senectute Waalsdorp;82403;457880
0518::SB788;0518;'s-Gravenhage;'s-Gravenhage;HMC Bronovo;81644;457651
0518::SB790;0518;'s-Gravenhage;'s-Gravenhage;ROC Mondriaan;87322;453272
0518::SB794;0518;'s-Gravenhage;'s-Gravenhage;OBS Waterland;88195;453454
0518::SB798;0518;'s-Gravenhage;'s-Gravenhage;Hotel NH Den Haag;83024;455059
0518::SB803;0518;'s-Gravenhage;'s-Gravenhage;Hogeschool InHolland Den Haag;82504;455597
0518::SB804;0518;'s-Gravenhage;'s-Gravenhage;Tijdelijke huisvesting Tweede Kamer;82349;455410
0518::SB805;0518;'s-Gravenhage;'s-Gravenhage;Boekhandel Paagman;78720;456436
0518::SB806;0518;'s-Gravenhage;'s-Gravenhage;Centraal Station;82095;455344
0518::SB808;0518;'s-Gravenhage;'s-Gravenhage;Bibliotheek Transvaal;80224;453763
0518::SB812;0518;'s-Gravenhage;'s-Gravenhage;Bibliotheek Ypenburg;85254;450841
0518::SB813;0518;'s-Gravenhage;'s-Gravenhage;Bibliotheek Leidschenveen;87510;453350
0518::SB815;0518;'s-Gravenhage;'s-Gravenhage;The Grey Space in the Middle;81310;454587
0518::SB817;0518;'s-Gravenhage;'s-Gravenhage;Station Hollands Spoor;81990;454073
0518::SB820;0518;'s-Gravenhage;'s-Gravenhage;Centraal Station;82095;455344
0518::SB822;0518;'s-Gravenhage;'s-Gravenhage;Boekhandel Paagman;78720;456436
0518::SB824;0518;'s-Gravenhage;'s-Gravenhage;Clubhuis De Mussen;81368;453861
0518::SB828;0518;'s-Gravenhage;'s-Gravenhage;Pulchri Studio;81287;455398
0518::SB829;0518;'s-Gravenhage;'s-Gravenhage;ProDemos;81275;455031
0518::SB830;0518;'s-Gravenhage;'s-Gravenhage;Boekhandel Paagman Centrum;81469;455032
0518::SB831;0518;'s-Gravenhage;'s-Gravenhage;Ministerie van Binnenlandse Zaken;81993;455072
0518::SB833;0518;'s-Gravenhage;'s-Gravenhage;Make It Art Worthy;80612;455100
0518::SB835;0518;'s-Gravenhage;'s-Gravenhage;Haagsche Bluf;81102;454921
0518::SB878;0518;'s-Gravenhage;'s-Gravenhage;OBS Archipel;80829;456602
0518::SB888;0518;'s-Gravenhage;'s-Gravenhage;Milieu Educatief Centrum Reigershof;84512;455911
0518::SB893;0518;'s-Gravenhage;'s-Gravenhage;Ministerie van VWS;81897;455185
0523::SB1;0523;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Trouwzaal Gemeentehuis;116879;426311
0523::SB10;0523;Hardinxveld-Giessendam;Hardinxveld-Giessendam;De Lange Wei;120299;426415
0523::SB11;0523;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Gereformeerde Kerk ingang W. Droststraat;120499;426035
0523::SB2;0523;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Raadzaal Trouwzaal;116879;426311
0523::SB3;0523;Hardinxveld-Giessendam;Hardinxveld-Giessendam;De Ducdalf;116413;426185
0523::SB4;0523;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Kerkgebouw Gereformeerde Gemeente;116334;426573
0523::SB5;0523;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Dependance Willem de Zwijger College;115688;426618
0523::SB6;0523;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Gereformeerde Kerk Stationsstraat;116675;426949
0523::SB7;0523;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Rehobothschool;116752;426882
0523::SB8;0523;Hardinxveld-Giessendam;Hardinxveld-Giessendam;OBS De Driemaster;117087;426599
0523::SB9;0523;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Kerkgebouw Hersteld Hervormde Gemeente;119846;426141
0531::SB1;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Gemeentehuis;103335;428730
0531::SB10;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Sporthal De Ridderhal;103396;428575
0531::SB11;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Wooncomplex De Kruidhof;103128;427992
0531::SB12;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Postduivenhoudersvereniging De Luchtbode;102869;428380
0531::SB13;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Wijkgemeente De Ark;103752;428072
0531::SB14;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Flatgebouw De Zalmhaven;104046;427813
0531::SB16;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Sporthal De Sophiahal A;103894;427537
0531::SB17;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Sophiastaete;103766;427495
0531::SB18;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Yulius - De Volgerlanden;103334;427230
0531::SB19;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Sporthal De Sophiahal B;103894;427537
0531::SB2;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Emmastaete;103974;429425
0531::SB20;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;De Voorn;104571;427329
0531::SB3;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;SOL Admiraal (obs De Bron);102584;428596
0531::SB4;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;St. Hervormde Jeugdfederatie;103511;428736
0531::SB6;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Wielstaete;104191;428635
0531::SB7;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Gereformeerde Kerk Open Hof;103165;429011
0531::SB8;0531;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;OBS De Bron;102851;427946
0532::SB1;0532;Stede Broec;Lutjebroek;Omringlocatie Nicolaas;142570;523380
0532::SB10;0532;Stede Broec;Grootebroek;'t Vierspan locatie Woud;143969;522424
0532::SB11;0532;Stede Broec;Grootebroek;Happy Days;144461;522957
0532::SB2;0532;Stede Broec;Grootebroek;Dorpshuis De Stek;143653;523473
0532::SB3;0532;Stede Broec;Bovenkarspel;Hét Postkantoor 1 (theaterzaal);144760;523379
0532::SB4;0532;Stede Broec;Bovenkarspel;Hét Postkantoor 2 (streekzaal);144760;523379
0532::SB5;0532;Stede Broec;Bovenkarspel;Hotel De Halve Maan;145838;523506
0532::SB6;0532;Stede Broec;Bovenkarspel;Zorgbrasserie Bij de Molen;145851;523149
0532::SB7;0532;Stede Broec;Bovenkarspel;Clubgebouw Nassaupark;145719;522329
0532::SB8;0532;Stede Broec;Bovenkarspel;Sportcafé De Flint;144916;522358
0532::SB9;0532;Stede Broec;Grootebroek;RK Jenaplanschool De Hussel;144347;522492
0534::SB201;0534;Hillegom;Hillegom;Villa Flora (1);99963;478712
0534::SB202;0534;Hillegom;Hillegom;Villa Flora (2);99963;478712
0534::SB203;0534;Hillegom;Hillegom;Dienstencentrum Elsbroek;99791;477781
0534::SB204;0534;Hillegom;Hillegom;Bloemswaard;99762;477817
0534::SB205;0534;Hillegom;Hillegom;Gymzaal Guido Gezellelaan (1);100223;477401
0534::SB206;0534;Hillegom;Hillegom;Gymzaal Guido Gezellelaan (2);100223;477401
0534::SB207;0534;Hillegom;Hillegom;Bibliotheek Zuid-Kennemerland;100266;478058
0534::SB208;0534;Hillegom;Hillegom;Basisschool De Fontein;100345;478568
0534::SB209;0534;Hillegom;Hillegom;De Vosse (1);100631;478879
0534::SB210;0534;Hillegom;Hillegom;De Vosse (2);100631;478879
0534::SB211;0534;Hillegom;Hillegom;Squash Hillegom;100485;479662
0534::SB212;0534;Hillegom;Hillegom;Speeltuin Weerestein;99942;479524
0537::SB1;0537;Katwijk;Katwijk;Hersteld Hervormde gemeente Katwijk aan Zee (BW Benjamin);88363;468314
0537::SB105;0537;Katwijk;Katwijk;Pnielkerk 2;88906;469230
0537::SB108;0537;Katwijk;Katwijk;Voormalige K&O Gebouw;87426;469110
0537::SB11;0537;Katwijk;Katwijk;Groen van Prinstererschool;88184;468695
0537::SB110;0537;Katwijk;Katwijk;Dienstencentr. Zwanenburg;87667;468858
0537::SB115;0537;Katwijk;Katwijk;Pieter Groen;89448;469194
0537::SB12;0537;Katwijk;Katwijk;Sporthal Cleijn Duin (kantine Grasshoppers);88652;468458
0537::SB130;0537;Katwijk;Katwijk;Gezondheidscentrum Zeehos;86837;468175
0537::SB14;0537;Katwijk;Katwijk;IJsclub Voorwaarts Katwijk;88162;469340
0537::SB16;0537;Katwijk;Katwijk;Sporthal Rijnsoever;88733;469368
0537::SB17;0537;Katwijk;Katwijk;Hockeyclub Catwyck;89365;469660
0537::SB18;0537;Katwijk;Katwijk;Vakcollege Rijnmond;88684;468053
0537::SB19;0537;Katwijk;Valkenburg;Het Dorpshuis Valkenburg;89702;466269
0537::SB2;0537;Katwijk;Katwijk;PMT-gebouw;88925;467256
0537::SB22;0537;Katwijk;Rijnsburg;De Voorhof;90482;467478
0537::SB23;0537;Katwijk;Rijnsburg;De Kazerne Floraband;90502;468027
0537::SB24;0537;Katwijk;Rijnsburg;Gereformeerde Kerk Vrijgemaakt;90136;467548
0537::SB25;0537;Katwijk;Rijnsburg;SCOL (voorheen Yuverta);89797;467279
0537::SB26;0537;Katwijk;Rijnsburg;De Laatste Eer;90104;467122
0537::SB27;0537;Katwijk;Rijnsburg;Voedselbank;90344;466686
0537::SB29;0537;Katwijk;Valkenburg;Valken '68;90442;465675
0537::SB3;0537;Katwijk;Katwijk;Open Hof Kerk;89118;467551
0537::SB31;0537;Katwijk;Katwijk;Het Anker;87468;468814
0537::SB32;0537;Katwijk;Katwijk;Maranathacentrum;88784;469853
0537::SB33;0537;Katwijk;Katwijk;Jeugdhuis de Poolster;88849;469747
0537::SB34;0537;Katwijk;Valkenburg;Het Trefpunt;89928;466129
0537::SB4;0537;Katwijk;Katwijk;Dorpshuis Katwijk aan den Rijn;89107;467991
0537::SB5;0537;Katwijk;Katwijk;Pnielkerk;88906;469230
0537::SB6;0537;Katwijk;Katwijk;Beth-El-Kerk;87741;468479
0537::SB7;0537;Katwijk;Katwijk;Vredeskerk;87267;468812
0537::SB8;0537;Katwijk;Katwijk;Het Kerkhaventje;86980;468719
0537::SB9;0537;Katwijk;Katwijk;Wijkgebouw 't Zandgat;87438;469436
0542::SB1;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;Raadhuis Krimpen aan den IJssel;99993;436481
0542::SB10;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;Kinderboerderij Klein Boveneind;101943;437659
0542::SB11;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;DCV Krimpen;100085;435861
0542::SB12;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;Zorgcentrum Crimpenersteyn;102033;437450
0542::SB13;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;Comenius College;100018;437034
0542::SB14;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;Jacobus Koelman School;102320;437113
0542::SB15;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;ckv KOAG-korfbalvereniging;100996;437244
0542::SB16;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;Ontmoetingscentrum De Tuyter;100243;436642
0542::SB17;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;Wijkcentrum Vijverhoek;101863;436414
0542::SB18;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;Kerk De Bron;100484;436373
0542::SB2;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;Gymzaal Tuinstraat;99595;436488
0542::SB3;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;Pannenkoe;100263;436135
0542::SB4;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;Sionskerk;100901;436840
0542::SB5;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;Immanuelkerk;101442;437315
0542::SB6;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;Sociëteit Gouden Regen;101264;437007
0542::SB7;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;Wijkcentrum De Sperwer;101374;436140
0542::SB8;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;Het Octaaf;101543;437068
0542::SB9;0542;Krimpen aan den IJssel;Krimpen aan den IJssel;Kerk De Wingerd;102303;436475
0546::SB1;0546;Leiden;Leiden;Stadhuis;93690;463713
0546::SB10;0546;Leiden;Leiden;Hooglandse Huys;93895;463725
0546::SB11;0546;Leiden;Leiden;Marehuis;93669;464172
0546::SB12;0546;Leiden;Leiden;Herengrachtkerk;94263;463760
0546::SB13;0546;Leiden;Leiden;Herengrachtkerk;94263;463760
0546::SB14;0546;Leiden;Leiden;COC Leiden;93948;464258
0546::SB15;0546;Leiden;Leiden;Museum De Lakenhal;93436;464247
0546::SB16;0546;Leiden;Leiden;Speeltuin Ons Eiland;94859;463662
0546::SB17;0546;Leiden;Leiden;Serviceflat Schouwenhove;91898;464313
0546::SB18;0546;Leiden;Leiden;MBO Rijnland Storm Buysingstraat;91900;463885
0546::SB19;0546;Leiden;Leiden;Huis van de Buurt Morschwijck;91719;463755
0546::SB2;0546;Leiden;Leiden;Stadhuis;93690;463713
0546::SB20;0546;Leiden;Leiden;Huis van de Buurt Morschwijck;91719;463755
0546::SB21;0546;Leiden;Leiden;Speeltuin Rondom de Maredijk;93555;464761
0546::SB22;0546;Leiden;Leiden;Studio Moio (De Rondedans);94377;464577
0546::SB23;0546;Leiden;Leiden;Huis van de Buurt Het Gebouw;94935;464602
0546::SB24;0546;Leiden;Leiden;Huis van de Buurt Het Gebouw;94935;464602
0546::SB25;0546;Leiden;Leiden;Huis van de Buurt De Kooi;95027;464311
0546::SB26;0546;Leiden;Leiden;Verzorgingshuis Overrhyn;94647;464805
0546::SB27;0546;Leiden;Leiden;Het Waterland;93452;465240
0546::SB28;0546;Leiden;Leiden;Tennisclub De Leidse Hout;92714;465380
0546::SB29;0546;Leiden;Leiden;Hogeschool Leiden;92373;464728
0546::SB3;0546;Leiden;Leiden;L.S.V. Minerva;93467;463896
0546::SB30;0546;Leiden;Leiden;Stedelijk Gymnasium Athena;94696;463120
0546::SB31;0546;Leiden;Leiden;Stedelijk Gymnasium Athena;94696;463120
0546::SB32;0546;Leiden;Leiden;Basisschool St. Joseph;94743;462811
0546::SB33;0546;Leiden;Leiden;Zorgcentrum Lorentzhof;94009;463026
0546::SB34;0546;Leiden;Leiden;Vredeskerk;94358;462605
0546::SB35;0546;Leiden;Leiden;Vredeskerk;94358;462605
0546::SB36;0546;Leiden;Leiden;Llokaal;93724;462399
0546::SB37;0546;Leiden;Leiden;Llokaal;93724;462399
0546::SB38;0546;Leiden;Leiden;Gemiva;93971;462274
0546::SB39;0546;Leiden;Leiden;Zorgcentrum Roomburgh;95173;462878
0546::SB4;0546;Leiden;Leiden;L.S.V. Minerva;93467;463896
0546::SB40;0546;Leiden;Leiden;Huis van de Buurt Matilo;95303;462850
0546::SB41;0546;Leiden;Leiden;Basisschool De Arcade;95281;462407
0546::SB42;0546;Leiden;Leiden;Speeltuin Zuiderkwartier;93713;462737
0546::SB43;0546;Leiden;Leiden;Buurtontmoetingsplek Herenstraat;93510;462936
0546::SB44;0546;Leiden;Leiden;Speeltuin Westerkwartier;92595;463535
0546::SB45;0546;Leiden;Leiden;Basisschool Leimundo;92902;462947
0546::SB46;0546;Leiden;Leiden;Serviceflat Rosenburch;93043;462566
0546::SB47;0546;Leiden;Leiden;Serviceflat Rosenburch;93043;462566
0546::SB48;0546;Leiden;Leiden;Opstandingskerk;92777;462052
0546::SB49;0546;Leiden;Leiden;Zuydtwijck;92327;462789
0546::SB5;0546;Leiden;Leiden;Academiegebouw;93302;463579
0546::SB50;0546;Leiden;Leiden;Woonzorgcentrum Parelvissers;92053;462378
0546::SB51;0546;Leiden;Leiden;Verzorgingshuis Haagwijk;92464;462024
0546::SB52;0546;Leiden;Leiden;De Pelgrim;92399;461587
0546::SB53;0546;Leiden;Leiden;Huis van de Buurt Op Eigen Wieken;94812;465427
0546::SB54;0546;Leiden;Leiden;Sportzaal Broekplein;94490;466143
0546::SB55;0546;Leiden;Leiden;Sportzaal Broekplein;94490;466143
0546::SB56;0546;Leiden;Leiden;Gymzaal Basisschool De Dukdalf;95331;466041
0546::SB57;0546;Leiden;Leiden;Gymzaal Basisschool De Dukdalf;95331;466041
0546::SB58;0546;Leiden;Leiden;Kerkelijk Centrum De Regenboog;94821;465698
0546::SB59;0546;Leiden;Leiden;Kerkelijk Centrum De Regenboog;94821;465698
0546::SB6;0546;Leiden;Leiden;Academiegebouw;93302;463579
0546::SB60;0546;Leiden;Leiden;Huis van de Buurt Stevenshof;91147;462882
0546::SB61;0546;Leiden;Leiden;Huis van de Buurt Stevenshof;91147;462882
0546::SB62;0546;Leiden;Leiden;Sociëteit De Dobbegaarde;90991;462452
0546::SB63;0546;Leiden;Leiden;Gymzaal Basisschool De Stevenshof;90787;463264
0546::SB64;0546;Leiden;Leiden;Gymzaal Basisschool De Stevenshof;90787;463264
0546::SB65;0546;Leiden;Leiden;Stadskantoor / Level;93003;464650
0546::SB66;0546;Leiden;Leiden;Stadskantoor / Level;93003;464650
0546::SB67;0546;Leiden;Leiden;D.E Café;93208;464520
0546::SB7;0546;Leiden;Leiden;Rijksmuseum van Oudheden;93300;463758
0546::SB8;0546;Leiden;Leiden;Rijksmuseum van Oudheden;93300;463758
0546::SB9;0546;Leiden;Leiden;Hooglandse Huys;93895;463725
0547::SB1;0547;Leiderdorp;Leiderdorp;Gemeentehuis;96893;463220
0547::SB10;0547;Leiderdorp;Leiderdorp;Montessorischool Elckerlyc;97095;463914
0547::SB11;0547;Leiderdorp;Leiderdorp;Korfbalvereniging Velocitas;96932;464947
0547::SB12;0547;Leiderdorp;Leiderdorp;Gymzaal Klerkenhof (ingang aan de achterzijde);96015;464868
0547::SB2;0547;Leiderdorp;Leiderdorp;Gebouw Irene;95975;462425
0547::SB3;0547;Leiderdorp;Leiderdorp;Gebouw Irene;95975;462425
0547::SB4;0547;Leiderdorp;;Winkelhof Statendaalderplein 1;96498;464077
0547::SB5;0547;Leiderdorp;;Winkelhof Statendaalderplein 1;96498;464077
0547::SB6;0547;Leiderdorp;Leiderdorp;Buurthuis Zijlkwartier;95685;464001
0547::SB7;0547;Leiderdorp;Leiderdorp;MEC Leiderdorp (ingang De Sterrentuin);96245;463821
0547::SB8;0547;Leiderdorp;Leiderdorp;De Ommedijk;96293;464365
0547::SB9;0547;Leiderdorp;Leiderdorp;Basisschool De Schakel;96861;464336
0553::SB301;0553;Lisse;Lisse;Gemeentehuis Lisse (1);98016;474765
0553::SB302;0553;Lisse;Lisse;Gemeentehuis Lisse (2);98016;474765
0553::SB303;0553;Lisse;Lisse;Dienstencentrum De Beukenhof;98046;475102
0553::SB304;0553;Lisse;Lisse;Buurthuis Salvatori;98327;475161
0553::SB305;0553;Lisse;Lisse;Polderman BV;98386;475622
0553::SB306;0553;Lisse;Lisse;Openbare Dalton School De Tweemaster (1);98839;475167
0553::SB307;0553;Lisse;Lisse;Openbare Dalton School De Tweemaster (2);98839;475167
0553::SB308;0553;Lisse;Lisse;Verenigingsgebouw Salemkerk;98564;474721
0553::SB309;0553;Lisse;Lisse;'t Poelhuys (1);98567;473862
0553::SB310;0553;Lisse;Lisse;'t Poelhuys (2);98567;473862
0553::SB311;0553;Lisse;Lisse;Evangelie Gemeente Lisse 'De Poort';98615;473392
0553::SB312;0553;Lisse;Lisse;Gebouw ' t Speelkwartier;98219;473320
0553::SB313;0553;Lisse;Lisse;Hotel Restaurant De Engel;97019;473026
0556::SB1;0556;Maassluis;Maassluis;Stadhuis;76010;438289
0556::SB10;0556;Maassluis;Maassluis;Ontmoetingscentrum De Vloot;76434;438523
0556::SB11;0556;Maassluis;Maassluis;Theater Koningshof;75900;438442
0556::SB13;0556;Maassluis;Maassluis;Petrus en Pauluskerk;76156;438684
0556::SB14;0556;Maassluis;Maassluis;Wethouder Smithal;75217;439443
0556::SB15;0556;Maassluis;Maassluis;Wethouder Smithal;75217;439443
0556::SB16;0556;Maassluis;Maassluis;Atletiek Vereniging Waterweg;75086;439949
0556::SB17;0556;Maassluis;Maassluis;Moskee Yeni Camii;76535;438178
0556::SB18;0556;Maassluis;Maassluis;Zeesleper Elbe;76546;437094
0556::SB2;0556;Maassluis;Maassluis;Stroomopwaarts;76185;437815
0556::SB3;0556;Maassluis;Maassluis;Het Witte Kerkje;77247;437425
0556::SB4;0556;Maassluis;Maassluis;De Ark NGK (Nederlands Gereformeerde Kerk);77565;437140
0556::SB5;0556;Maassluis;Maassluis;Restaurant De Ridderhof;78059;437414
0556::SB6;0556;Maassluis;Maassluis;Evangelische Gemeente Maranatha (EGMA);77587;437601
0556::SB8;0556;Maassluis;Maassluis;Immanuëlkerk;77049;437815
0556::SB9;0556;Maassluis;Maassluis;Olympiahal;77264;438328
0569::SB1;0569;Nieuwkoop;Nieuwkoop;Kaleidoskoop De Verbinding;113130;462580
0569::SB10;0569;Nieuwkoop;Ter Aar;Gemeentekantoor Ter Aar;107889;464933
0569::SB11;0569;Nieuwkoop;Ter Aar;Intratuin Ter Aar;109082;464281
0569::SB12;0569;Nieuwkoop;Zevenhoven;Orangerie;113081;467476
0569::SB13;0569;Nieuwkoop;Nieuwveen;De Ringkant;111604;467664
0569::SB14;0569;Nieuwkoop;Nieuwveen;Gemeentehuis Nieuwveen;112104;467088
0569::SB15;0569;Nieuwkoop;Nieuwkoop;SV Nieuwkoop;113250;463106
0569::SB16;0569;Nieuwkoop;Zevenhoven;De Vlijt;113243;466479
0569::SB17;0569;Nieuwkoop;Nieuwkoop;Zwembad De Wel;113860;463133
0569::SB2;0569;Nieuwkoop;Nieuwkoop;De Rank;113427;462583
0569::SB21;0569;Nieuwkoop;Vrouwenakker;Mobiel stembureau;113746;471295
0569::SB3;0569;Nieuwkoop;Nieuwveen;Ipse de Bruggen;111692;468188
0569::SB4;0569;Nieuwkoop;Nieuwkoop;Kaleidoskoop theaterzaal;113130;462580
0569::SB5;0569;Nieuwkoop;Noorden;De Rietzanger;116504;464060
0569::SB6;0569;Nieuwkoop;Woerdense Verlaat;De Schutse;118919;463124
0569::SB7;0569;Nieuwkoop;Ter Aar;IKC de Vaart;108500;464175
0569::SB8;0569;Nieuwkoop;Ter Aar;Parola;108843;467423
0569::SB9;0569;Nieuwkoop;Ter Aar;IKC De Poel;108843;467537
0575::SB1;0575;Noordwijk;Noordwijk;Gemeentehuis Noordwijk;90894;472173
0575::SB10;0575;Noordwijk;Noordwijk;Het Trefpunt;90017;473244
0575::SB11;0575;Noordwijk;Noordwijk;Gymzaal Stijntjesduinstraat;90257;473272
0575::SB12;0575;Noordwijk;Noordwijk;De Muze;90061;473869
0575::SB13;0575;Noordwijk;Noordwijk;Gymzaal Hoogwakersbosstraat;90446;473673
0575::SB14;0575;Noordwijk;Noordwijk;Brede School Boechorst;91574;471903
0575::SB15;0575;Noordwijk;Noordwijk;Stayokay Noordwijk;90640;472902
0575::SB16;0575;Noordwijk;Noordwijkerhout;De Parade;93840;474678
0575::SB17;0575;Noordwijk;Noordwijkerhout;'t Victorhuis;93682;474094
0575::SB19;0575;Noordwijk;Noordwijkerhout;Topaz Munnekeweij (Atrium);94447;475257
0575::SB2;0575;Noordwijk;Noordwijk;Gymzaal Binnenhof;90517;472347
0575::SB20;0575;Noordwijk;Noordwijkerhout;Tijdelijke De Schelft;94581;474743
0575::SB21;0575;Noordwijk;Noordwijkerhout;Gemeentehuis Noordwijkerhout (1);94058;475424
0575::SB22;0575;Noordwijk;Noordwijkerhout;Gemeentehuis Noordwijkerhout (2);94058;475424
0575::SB23;0575;Noordwijk;Noordwijkerhout;Tennisvereniging De Boekhorst;94383;475769
0575::SB24;0575;Noordwijk;De Zilk;De Duinpan;97482;480006
0575::SB25;0575;Noordwijk;De Zilk;Gymzaal de Egelantier;97484;479664
0575::SB3;0575;Noordwijk;Noordwijk;De Wieken;90785;472575
0575::SB4;0575;Noordwijk;Noordwijk;Bibliotheek Noordwijk;90640;472902
0575::SB5;0575;Noordwijk;Noordwijk;Voetbalvereniging Noordwijk;90688;473224
0575::SB6;0575;Noordwijk;Noordwijk;De Vinkenhof;90342;472160
0575::SB7;0575;Noordwijk;Noordwijk;Wijkcentrum De Wijkjutter Vinkeveld;90121;471555
0575::SB8;0575;Noordwijk;Noordwijk;Gymzaal Vinkeveld;90274;471852
0575::SB9;0575;Noordwijk;Noordwijk;Buurtkerk;89946;473197
0579::SB1;0579;Oegstgeest;Oegstgeest;Gemeentehuis;91741;465961
0579::SB10;0579;Oegstgeest;Oegstgeest;Basisschool Het DOK;90912;466004
0579::SB11;0579;Oegstgeest;Oegstgeest;Yuverta Oegstgeest;93416;466399
0579::SB12;0579;Oegstgeest;Oegstgeest;Van Wijckerslooth Marente;91842;466378
0579::SB13;0579;Oegstgeest;Oegstgeest;Recreatiezaal Haeswijk;92493;467344
0579::SB14;0579;Oegstgeest;Oegstgeest;De Dansschool anno 2020;91157;465481
0579::SB2;0579;Oegstgeest;Oegstgeest;Sporthal de Cuyl;91731;466584
0579::SB3;0579;Oegstgeest;Oegstgeest;Gymzaal Leo Kannerschool;92767;467188
0579::SB4;0579;Oegstgeest;Oegstgeest;Hockeyclub LOHC;93019;466528
0579::SB5;0579;Oegstgeest;Oegstgeest;Dorpscentrum Lijtweg I;92270;466616
0579::SB6;0579;Oegstgeest;Oegstgeest;Dorpscentrum Lijtweg II;92270;466616
0579::SB7;0579;Oegstgeest;Oegstgeest;Gymzaal Jan Wolkerslaan;92884;467702
0579::SB8;0579;Oegstgeest;Oegstgeest;Verenigingsgebouw Attila;92608;468060
0579::SB9;0579;Oegstgeest;Oegstgeest;Gymzaal Poelgeest;93852;465850
0589::SB1;0589;Oudewater;Oudewater;Stadskantoor;119827;448121
0589::SB2;0589;Oudewater;Oudewater;Het Zalencentrum;119402;448496
0589::SB3;0589;Oudewater;Oudewater;Basisschool St. Jozef;118939;448807
0589::SB4;0589;Oudewater;Oudewater;De Wulverhorst;119389;449026
0589::SB5;0589;Oudewater;Hekendorp;De Boezem;115347;447668
0589::SB6;0589;Oudewater;Oudewater;Het Cultuurhuis;119716;449256
0590::SB1;0590;Papendrecht;Papendrecht;Gemeentehuis;106428;426654
0590::SB10;0590;Papendrecht;Papendrecht;OBS De Knotwilg;107515;427812
0590::SB11;0590;Papendrecht;Papendrecht;Samenwerkingsverband Drechtsteden;108368;427936
0590::SB12;0590;Papendrecht;Papendrecht;Dienstencentrum;107627;426908
0590::SB13;0590;Papendrecht;Papendrecht;Gemiva;108315;426819
0590::SB14;0590;Papendrecht;Papendrecht;Boeieraak;108589;427536
0590::SB15;0590;Papendrecht;Papendrecht;Prins Florisschool;109293;427233
0590::SB2;0590;Papendrecht;Papendrecht;Morgensterkerk;106634;426704
